ID,Title,Address,Latitude,Longitude,City,State,Country,"Postal Code",Message,Categories,"Subsidence Claims","Click Action","Redirect URL"
38,AL3,AL3,51.7803976,'-0.3775501,,England,"United Kingdom",AL3,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",2
39,AL4,AL4,51.7739838,'-0.295024,,England,"United Kingdom",AL4,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",2
40,AL5,AL5,51.8153821,'-0.3520548,,England,"United Kingdom",AL5,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",3
41,AL6,AL6,51.832147,'-0.1998286,,England,"United Kingdom",AL6,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",4
42,AL7,AL7,51.7969028,'-0.1872378,,England,"United Kingdom",AL7,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",3
43,AL8,AL8,51.803623,'-0.2117607,,England,"United Kingdom",AL8,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",4
44,AL9,AL9,51.7445903,'-0.1976882,,England,"United Kingdom",AL9,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",2
45,B1,B1,52.4799811,'-1.9091472,,England,"United Kingdom",B1,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",2
46,B10,B10,52.4695926,'-1.8523465,,England,"United Kingdom",B10,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",3
47,B11,B11,52.4544936,'-1.8581324,,England,"United Kingdom",B11,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",4
48,B12,B12,52.4607564,'-1.8836558,,England,"United Kingdom",B12,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",3
49,B13,B13,52.4375032,'-1.8790028,,England,"United Kingdom",B13,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",19
50,B14,B14,52.4173564,'-1.8898132,,England,"United Kingdom",B14,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",12
51,B15,B15,52.4661665,'-1.9233802,,England,"United Kingdom",B15,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",4
52,B16,B16,52.4771886,'-1.9342144,,England,"United Kingdom",B16,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",2
53,B17,B17,52.461233,'-1.9586781,,England,"United Kingdom",B17,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",3
54,B18,B18,52.4913461,'-1.9255863,,England,"United Kingdom",B18,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",4
55,B19,B19,52.4971338,'-1.9057716,,England,"United Kingdom",B19,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",3
56,B2,B2,52.4893361,'-1.8965236,,England,"United Kingdom",B2,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",5
57,B20,B20,52.515504,'-1.9192015,,England,"United Kingdom",B20,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",18
58,B21,B21,52.506938,'-1.9415679,,England,"United Kingdom",B21,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",12
59,B23,B23,52.5285384,'-1.8553035,,England,"United Kingdom",B23,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",2
60,B24,B24,52.5196415,'-1.8271375,,England,"United Kingdom",B24,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",16
61,B25,B25,52.4649901,'-1.8219999,,England,"United Kingdom",B25,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",4
62,B26,B26,52.4615675,'-1.7887486,,England,"United Kingdom",B26,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",2
63,B27,B27,52.4445575,'-1.8228123,,England,"United Kingdom",B27,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",3
64,B28,B28,52.4272318,'-1.8432114,,England,"United Kingdom",B28,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",13
65,B29,B29,52.4376384,'-1.947722,,England,"United Kingdom",B29,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",3
66,B3,B3,52.4850123,'-1.9024305,,England,"United Kingdom",B3,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",4
67,B30,B30,52.421961,'-1.9277595,,England,"United Kingdom",B30,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",14
68,B31,B31,52.4081108,'-1.9733848,,England,"United Kingdom",B31,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",4
69,B32,B32,52.4486238,'-1.9945407,,England,"United Kingdom",B32,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",10
70,B33,B33,52.4802868,'-1.7884156,,England,"United Kingdom",B33,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",4
71,B34,B34,52.4964133,'-1.7817039,,England,"United Kingdom",B34,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",2
72,B35,B35,52.5188542,'-1.7890673,,England,"United Kingdom",B35,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",3
73,B36,B36,52.5042044,'-1.7784585,,England,"United Kingdom",B36,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",4
74,B37,B37,52.4784345,'-1.7421791,,England,"United Kingdom",B37,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",2
75,B38,B38,52.3999018,'-1.9347197,,England,"United Kingdom",B38,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",3
76,B4,B4,52.4857738,'-1.8928567,,England,"United Kingdom",B4,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",4
77,B40,B40,52.4569283,'-1.7225262,,England,"United Kingdom",B40,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",2
78,B42,B42,52.5346593,'-1.9124526,,England,"United Kingdom",B42,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",3
79,B43,B43,52.5485092,'-1.9307835,,England,"United Kingdom",B43,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",4
80,B44,B44,52.5456674,'-1.8850992,,England,"United Kingdom",B44,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",2
81,B45,B45,52.3885168,'-2.0090938,,England,"United Kingdom",B45,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",3
82,B46,B46,52.5088835,'-1.6949788,,England,"United Kingdom",B46,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",4
83,B47,B47,52.3852897,'-1.8800827,,England,"United Kingdom",B47,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",2
84,B48,B48,52.3547623,'-1.9470221,,England,"United Kingdom",B48,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",3
85,B49,B49,52.2178973,'-1.866774,,England,"United Kingdom",B49,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",4
86,B5,B5,52.4694163,'-1.8975868,,England,"United Kingdom",B5,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",2
87,B50,B50,52.1683483,'-1.8562373,,England,"United Kingdom",B50,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",3
88,B6,B6,52.5051401,'-1.8860786,,England,"United Kingdom",B6,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",4
89,B60,B60,52.3240959,'-2.0491825,,England,"United Kingdom",B60,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",2
90,B61,B61,52.3464135,'-2.068307,,England,"United Kingdom",B61,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",3
91,B62,B62,52.4571593,'-2.0337937,,England,"United Kingdom",B62,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",2
92,B63,B63,52.4514517,'-2.0699158,,England,"United Kingdom",B63,"Subsidence Sorted in a Day – Unbeatable on quality, price and customer experience<br>
<a class=""quote-trigger"" href=""https://subsidenceltd.co.uk/subsidence-risk-postcode-checker/#quote-form"">Get a quote</a>","Subsidence Postcode Checker",10
